amount,description,date,currency
4474.96,Hotel stay,2023-07-07,INR
2447.66,Amazon purchase,2023-12-01,INR
1042.8,Amazon purchase,2023-03-09,INR
2145.36,Clothing shopping,2023-07-09,INR
4076.86,Coffee at cafe,2023-01-02,INR
3373.99,Electricity bill,2023-03-14,INR
4357.13,Zomato food order,2023-11-02,INR
2692.16,Rent payment,2023-09-19,INR
2078.96,Clothing shopping,2023-10-23,INR
4351.33,Hotel stay,2023-08-10,INR
615.43,Electricity bill,2023-03-19,INR
3628.29,Mobile recharge,2023-01-31,INR
2130.39,Coffee at cafe,2023-03-25,INR
2046.43,Electricity bill,2023-12-27,INR
901.36,Book purchase,2023-09-08,INR
4371.56,Coffee at cafe,2023-03-30,INR
1092.98,Clothing shopping,2023-04-08,INR
4735.49,Coffee at cafe,2023-11-24,INR
1462.77,Flight booking,2023-08-21,INR
1602.41,Zomato food order,2023-03-31,INR
4480.44,Gym membership,2023-07-14,INR
395.54,Grocery shopping,2023-04-30,INR
901.05,Movie tickets,2023-01-14,INR
2242.1,Ola cab ride,2023-10-10,INR
2815.51,Rent payment,2023-03-27,INR
3190.13,Clothing shopping,2023-03-26,INR
4320.24,Swiggy food order,2023-05-11,INR
1965.77,Zomato food order,2023-05-05,INR
4161.11,Ola cab ride,2023-04-02,INR
1121.89,Amazon purchase,2023-12-07,INR
4208.74,Electricity bill,2023-09-22,INR
3528.28,Medical bill,2023-11-14,INR
1328.85,Coffee at cafe,2023-10-14,INR
1200.78,Hotel stay,2023-09-07,INR
4019.24,Gym membership,2023-12-27,INR
1883.82,Clothing shopping,2023-03-21,INR
478.73,Amazon purchase,2023-07-09,INR
712.65,Mobile recharge,2023-08-12,INR
234.4,Gym membership,2023-06-14,INR
518.42,Swiggy food order,2023-05-04,INR
1852.75,Book purchase,2023-03-17,INR
3723.18,Grocery shopping,2023-12-08,INR
1386.51,Amazon purchase,2023-09-16,INR
2211.19,Hotel stay,2023-06-25,INR
667.33,Swiggy food order,2023-10-06,INR
3306.35,Ola cab ride,2023-09-08,INR
4352.75,Amazon purchase,2023-05-18,INR
597.4,Medical bill,2023-06-29,INR
3357.41,Amazon purchase,2023-04-09,INR
983.77,Medical bill,2023-02-11,INR
1625.18,Book purchase,2023-10-17,INR
1417.86,Grocery shopping,2023-05-08,INR
3234.69,Hotel stay,2023-11-10,INR
3437.08,Gym membership,2023-02-16,INR
2504.18,Swiggy food order,2023-04-25,INR
2702.25,Clothing shopping,2023-07-17,INR
3124.03,Electricity bill,2023-04-18,INR
3093.61,Book purchase,2023-11-18,INR
1256.9,Electricity bill,2023-09-25,INR
957.09,Gym membership,2023-06-29,INR
2188.49,Book purchase,2023-06-12,INR
4542.29,Book purchase,2023-05-20,INR
3027.5,Grocery shopping,2023-11-05,INR
3889.2,Hotel stay,2023-01-23,INR
1271.65,Clothing shopping,2023-01-04,INR
283.83,Clothing shopping,2023-04-07,INR
1624.78,Clothing shopping,2023-08-19,INR
3537.22,Swiggy food order,2023-02-10,INR
3470.31,Flight booking,2023-08-03,INR
3587.5,Movie tickets,2023-10-05,INR
1584.96,Movie tickets,2023-06-30,INR
395.64,Rent payment,2023-07-18,INR
1644.54,Zomato food order,2023-04-01,INR
1622.34,Movie tickets,2023-06-10,INR
4600.51,Ola cab ride,2023-02-25,INR
1186.65,Amazon purchase,2023-08-01,INR
532.58,Medical bill,2023-05-11,INR
534.05,Rent payment,2023-03-07,INR
346.36,Zomato food order,2023-04-15,INR
4811.46,Flight booking,2023-11-23,INR
249.26,Movie tickets,2023-04-22,INR
1877.5,Medical bill,2023-10-20,INR
1337.91,Grocery shopping,2023-07-23,INR
2019.23,Amazon purchase,2023-08-14,INR
1301.03,Amazon purchase,2023-05-11,INR
3463.67,Zomato food order,2023-11-14,INR
3754.19,Movie tickets,2023-06-26,INR
3898.47,Movie tickets,2023-11-22,INR
2816.21,Coffee at cafe,2023-10-25,INR
3966.01,Amazon purchase,2023-05-15,INR
2049.56,Book purchase,2023-12-16,INR
326.14,Rent payment,2023-08-30,INR
1471.63,Zomato food order,2023-01-22,INR
3112.33,Grocery shopping,2023-07-05,INR
473.63,Amazon purchase,2023-08-07,INR
2648.25,Swiggy food order,2023-06-27,INR
4457.89,Zomato food order,2023-10-06,INR
2959.83,Amazon purchase,2023-01-03,INR
4542.36,Flight booking,2023-12-15,INR
1739.93,Grocery shopping,2023-11-23,INR
4935.64,Hotel stay,2023-06-23,INR
3020.87,Zomato food order,2023-05-24,INR
4001.45,Rent payment,2023-08-02,INR
3837.31,Ola cab ride,2023-05-27,INR
2268.95,Book purchase,2023-07-24,INR
4427.59,Rent payment,2023-04-05,INR
4608.06,Clothing shopping,2023-07-18,INR
3878.7,Zomato food order,2023-03-03,INR
958.85,Clothing shopping,2023-11-18,INR
669.18,Movie tickets,2023-03-28,INR
3206.22,Mobile recharge,2023-02-01,INR
1260.99,Gym membership,2023-11-05,INR
3187.6,Grocery shopping,2023-01-27,INR
1946.36,Swiggy food order,2023-11-12,INR
831.4,Zomato food order,2023-08-20,INR
2712.0,Amazon purchase,2023-11-18,INR
257.77,Gym membership,2023-02-06,INR
3357.36,Coffee at cafe,2023-03-13,INR
2057.33,Movie tickets,2023-08-21,INR
1898.03,Mobile recharge,2023-01-14,INR
4094.7,Swiggy food order,2023-05-21,INR
1675.91,Book purchase,2023-08-07,INR
2020.68,Electricity bill,2023-08-05,INR
1438.44,Gym membership,2023-03-16,INR
2721.4,Flight booking,2023-03-04,INR
1810.79,Grocery shopping,2023-06-12,INR
1257.53,Clothing shopping,2023-08-02,INR
1673.0,Coffee at cafe,2023-06-30,INR
2602.19,Medical bill,2023-09-13,INR
1681.17,Movie tickets,2023-02-10,INR
4826.42,Rent payment,2023-07-05,INR
2521.56,Hotel stay,2023-02-09,INR
1050.47,Book purchase,2023-09-09,INR
1838.1,Zomato food order,2023-04-29,INR
2753.37,Hotel stay,2023-05-14,INR
2945.65,Book purchase,2023-02-15,INR
3672.41,Zomato food order,2023-08-07,INR
2666.83,Amazon purchase,2023-12-27,INR
1887.88,Coffee at cafe,2023-04-28,INR
1903.63,Ola cab ride,2023-06-21,INR
420.05,Flight booking,2023-05-21,INR
2952.18,Gym membership,2023-04-14,INR
3352.45,Mobile recharge,2023-12-06,INR
947.97,Hotel stay,2023-03-06,INR
3065.69,Electricity bill,2023-05-10,INR
2828.25,Amazon purchase,2023-11-03,INR
4005.71,Book purchase,2023-10-09,INR
3003.51,Book purchase,2023-09-06,INR
3907.53,Movie tickets,2023-02-19,INR
1005.05,Grocery shopping,2023-02-15,INR
1830.65,Book purchase,2023-10-06,INR
1793.62,Grocery shopping,2023-08-09,INR
2869.24,Zomato food order,2023-10-21,INR
1281.04,Hotel stay,2023-07-22,INR
3668.94,Grocery shopping,2023-03-11,INR
2189.64,Movie tickets,2023-07-03,INR
408.38,Clothing shopping,2023-03-04,INR
4012.27,Coffee at cafe,2023-01-11,INR
3402.99,Movie tickets,2023-09-13,INR
4640.77,Amazon purchase,2023-06-14,INR
1722.22,Coffee at cafe,2023-11-08,INR
1229.46,Coffee at cafe,2023-05-31,INR
1899.05,Clothing shopping,2023-05-14,INR
4721.05,Ola cab ride,2023-02-13,INR
4766.69,Rent payment,2023-12-10,INR
1474.37,Hotel stay,2023-10-10,INR
2172.94,Gym membership,2023-02-28,INR
1291.47,Mobile recharge,2023-08-17,INR
3557.68,Amazon purchase,2023-12-10,INR
3803.0,Medical bill,2023-05-19,INR
606.65,Movie tickets,2023-08-11,INR
1965.39,Mobile recharge,2023-10-22,INR
1624.45,Movie tickets,2023-11-24,INR
3752.6,Clothing shopping,2023-12-08,INR
3744.85,Electricity bill,2023-01-15,INR
2431.37,Grocery shopping,2023-02-05,INR
4162.46,Grocery shopping,2023-10-05,INR
2165.87,Flight booking,2023-06-26,INR
4626.55,Ola cab ride,2023-08-17,INR
3529.46,Grocery shopping,2023-01-18,INR
1264.21,Mobile recharge,2023-01-09,INR
106.61,Hotel stay,2023-11-24,INR
4449.61,Electricity bill,2023-03-29,INR
4954.21,Zomato food order,2023-09-03,INR
516.32,Mobile recharge,2023-06-15,INR
4074.58,Gym membership,2023-07-11,INR
1526.94,Amazon purchase,2023-09-09,INR
886.7,Flight booking,2023-02-04,INR
4426.0,Clothing shopping,2023-01-04,INR
2391.25,Mobile recharge,2023-12-17,INR
1994.37,Book purchase,2023-02-27,INR
4870.37,Clothing shopping,2023-07-08,INR
4391.42,Rent payment,2023-05-04,INR
4976.89,Ola cab ride,2023-04-02,INR
1396.5,Book purchase,2023-06-03,INR
4073.81,Medical bill,2023-06-08,INR
2383.94,Rent payment,2023-01-11,INR
538.16,Gym membership,2023-07-05,INR
1354.22,Swiggy food order,2023-12-03,INR
3818.88,Hotel stay,2023-06-30,INR
154.31,Hotel stay,2023-05-28,INR
4031.1,Zomato food order,2023-10-14,INR
4036.73,Clothing shopping,2023-10-04,INR
2068.02,Grocery shopping,2023-04-06,INR
1096.12,Zomato food order,2023-12-31,INR
1365.99,Gym membership,2023-05-29,INR
4652.05,Coffee at cafe,2023-05-10,INR
1461.99,Gym membership,2023-06-25,INR
4511.42,Zomato food order,2023-03-27,INR
745.9,Ola cab ride,2023-12-25,INR
4253.71,Mobile recharge,2023-04-05,INR
4752.94,Amazon purchase,2023-07-31,INR
2662.85,Zomato food order,2023-05-02,INR
2145.18,Book purchase,2023-10-24,INR
4646.09,Flight booking,2023-04-21,INR
4941.87,Mobile recharge,2023-01-27,INR
2483.22,Rent payment,2023-10-15,INR
2644.25,Rent payment,2023-12-05,INR
267.99,Clothing shopping,2023-11-19,INR
4001.36,Mobile recharge,2023-08-02,INR
1449.35,Book purchase,2023-05-07,INR
1592.61,Flight booking,2023-08-16,INR
2426.49,Rent payment,2023-01-13,INR
4840.4,Grocery shopping,2023-11-28,INR
706.87,Swiggy food order,2023-03-05,INR
2033.52,Rent payment,2023-05-03,INR
4815.3,Medical bill,2023-07-13,INR
1033.76,Movie tickets,2023-09-12,INR
2820.93,Amazon purchase,2023-11-07,INR
1293.57,Rent payment,2023-10-23,INR
2990.22,Flight booking,2023-11-09,INR
2342.96,Electricity bill,2023-05-04,INR
3096.88,Gym membership,2023-05-29,INR
587.69,Amazon purchase,2023-04-18,INR
4373.67,Zomato food order,2023-08-16,INR
1138.37,Movie tickets,2023-09-16,INR
3682.31,Ola cab ride,2023-01-12,INR
4801.93,Mobile recharge,2023-10-20,INR
217.98,Electricity bill,2023-05-03,INR
4988.21,Gym membership,2023-10-22,INR
328.84,Rent payment,2023-03-23,INR
1364.33,Amazon purchase,2023-02-28,INR
4802.01,Grocery shopping,2023-04-05,INR
1934.48,Electricity bill,2023-07-25,INR
1861.11,Grocery shopping,2023-01-08,INR
1686.6,Book purchase,2023-12-20,INR
1644.43,Amazon purchase,2023-06-03,INR
4483.54,Swiggy food order,2023-03-21,INR
766.26,Rent payment,2023-06-01,INR
4222.12,Mobile recharge,2023-11-02,INR
4973.06,Hotel stay,2023-12-21,INR
2114.8,Clothing shopping,2023-11-02,INR
3232.95,Amazon purchase,2023-01-27,INR
1457.38,Amazon purchase,2023-09-30,INR
4765.85,Medical bill,2023-08-01,INR
1595.78,Book purchase,2023-04-04,INR
131.23,Mobile recharge,2023-09-26,INR
2343.74,Medical bill,2023-03-12,INR
2477.6,Grocery shopping,2023-07-15,INR
2270.49,Clothing shopping,2023-05-30,INR
2719.39,Ola cab ride,2023-10-15,INR
2533.48,Swiggy food order,2023-03-14,INR
1085.05,Hotel stay,2023-07-22,INR
3647.11,Rent payment,2023-05-25,INR
2003.17,Movie tickets,2023-03-06,INR
3138.59,Rent payment,2023-12-04,INR
583.82,Swiggy food order,2023-12-06,INR
1187.0,Mobile recharge,2023-02-25,INR
2155.23,Electricity bill,2023-10-29,INR
2164.13,Movie tickets,2023-09-05,INR
2879.44,Flight booking,2023-07-11,INR
4282.59,Amazon purchase,2023-02-14,INR
2476.12,Electricity bill,2023-09-10,INR
252.39,Movie tickets,2023-11-18,INR
1931.82,Hotel stay,2023-08-07,INR
760.91,Amazon purchase,2023-11-04,INR
2161.23,Rent payment,2023-03-29,INR
254.63,Mobile recharge,2023-06-09,INR
3927.77,Rent payment,2023-08-09,INR
1219.92,Swiggy food order,2023-10-25,INR
2544.22,Mobile recharge,2023-05-02,INR
3864.56,Zomato food order,2023-07-13,INR
3892.2,Movie tickets,2023-11-21,INR
2055.08,Hotel stay,2023-08-18,INR
546.49,Ola cab ride,2023-02-11,INR
1037.7,Medical bill,2023-04-17,INR
4235.9,Medical bill,2023-08-24,INR
3577.14,Swiggy food order,2023-10-22,INR
1182.06,Gym membership,2023-01-15,INR
4376.54,Book purchase,2023-05-21,INR
3421.94,Grocery shopping,2023-04-06,INR
2186.91,Medical bill,2023-03-23,INR
4965.21,Flight booking,2023-10-10,INR
2484.39,Hotel stay,2023-05-15,INR
1633.32,Clothing shopping,2023-09-08,INR
161.1,Zomato food order,2023-08-23,INR
2084.84,Hotel stay,2023-04-09,INR
2601.21,Amazon purchase,2023-05-17,INR
4181.66,Amazon purchase,2023-11-16,INR
2265.66,Coffee at cafe,2023-02-14,INR
1510.23,Swiggy food order,2023-02-17,INR
4903.02,Amazon purchase,2023-08-30,INR
1409.5,Swiggy food order,2023-06-23,INR
1557.77,Movie tickets,2023-09-06,INR
2320.39,Hotel stay,2023-02-01,INR
2320.81,Electricity bill,2023-08-05,INR
1308.56,Coffee at cafe,2023-11-26,INR
1816.86,Hotel stay,2023-06-05,INR
163.27,Flight booking,2023-07-08,INR
1844.67,Zomato food order,2023-07-03,INR
2775.98,Coffee at cafe,2023-05-21,INR
785.48,Swiggy food order,2023-07-20,INR
900.4,Rent payment,2023-05-19,INR
3680.73,Book purchase,2023-05-22,INR
2711.51,Swiggy food order,2023-05-04,INR
2123.42,Grocery shopping,2023-05-03,INR
4316.56,Grocery shopping,2023-01-10,INR
4575.77,Coffee at cafe,2023-08-10,INR
4538.9,Ola cab ride,2023-10-05,INR
990.02,Flight booking,2023-07-27,INR
3333.14,Hotel stay,2023-04-05,INR
2664.82,Clothing shopping,2023-06-19,INR
3908.58,Grocery shopping,2023-11-11,INR
4397.19,Hotel stay,2023-11-11,INR
262.51,Movie tickets,2023-12-22,INR
3921.76,Amazon purchase,2023-03-08,INR
2799.55,Clothing shopping,2023-07-11,INR
4736.48,Flight booking,2023-01-27,INR
2250.87,Hotel stay,2023-08-12,INR
2678.68,Book purchase,2023-10-26,INR
2566.77,Clothing shopping,2023-11-10,INR
1104.86,Electricity bill,2023-11-11,INR
2252.55,Grocery shopping,2023-08-04,INR
4264.64,Electricity bill,2023-10-12,INR
360.71,Electricity bill,2023-12-18,INR
244.78,Ola cab ride,2023-05-09,INR
3954.46,Grocery shopping,2023-08-06,INR
230.17,Ola cab ride,2023-03-22,INR
781.96,Electricity bill,2023-06-30,INR
3397.02,Amazon purchase,2023-05-29,INR
1981.86,Book purchase,2023-02-21,INR
2266.76,Clothing shopping,2023-03-30,INR
3983.77,Zomato food order,2023-03-24,INR
434.84,Ola cab ride,2023-01-29,INR
1233.46,Amazon purchase,2023-12-21,INR
4257.0,Ola cab ride,2023-02-01,INR
4488.8,Medical bill,2023-05-04,INR
4888.62,Ola cab ride,2023-02-04,INR
3531.06,Rent payment,2023-08-22,INR
4266.44,Ola cab ride,2023-05-03,INR
907.84,Medical bill,2023-01-26,INR
1629.27,Clothing shopping,2023-12-10,INR
4099.1,Flight booking,2023-06-21,INR
1579.83,Electricity bill,2023-08-09,INR
4634.84,Swiggy food order,2023-11-20,INR
4195.08,Electricity bill,2023-07-11,INR
1997.71,Clothing shopping,2023-07-06,INR
1939.01,Hotel stay,2023-09-07,INR
3700.06,Hotel stay,2023-02-19,INR
3921.79,Amazon purchase,2023-01-19,INR
2747.34,Electricity bill,2023-04-26,INR
2669.78,Mobile recharge,2023-07-15,INR
1466.11,Amazon purchase,2023-05-27,INR
3210.93,Clothing shopping,2023-06-01,INR
406.81,Hotel stay,2023-01-01,INR
839.84,Gym membership,2023-06-06,INR
3123.85,Grocery shopping,2023-12-22,INR
2306.16,Grocery shopping,2023-05-13,INR
328.9,Hotel stay,2023-06-30,INR
4257.57,Electricity bill,2023-10-04,INR
3866.83,Book purchase,2023-11-16,INR
2025.46,Electricity bill,2023-12-28,INR
3487.15,Clothing shopping,2023-04-10,INR
3974.95,Mobile recharge,2023-02-19,INR
2018.0,Amazon purchase,2023-08-31,INR
2216.42,Clothing shopping,2023-09-26,INR
2823.61,Medical bill,2023-04-02,INR
4071.0,Swiggy food order,2023-09-20,INR
2036.1,Gym membership,2023-02-16,INR
3498.12,Clothing shopping,2023-07-29,INR
3225.16,Rent payment,2023-05-02,INR
1862.33,Movie tickets,2023-11-02,INR
1400.99,Medical bill,2023-08-29,INR
1286.05,Mobile recharge,2023-12-02,INR
4416.29,Ola cab ride,2023-11-03,INR
185.24,Clothing shopping,2023-04-19,INR
1425.61,Clothing shopping,2023-03-31,INR
3893.16,Mobile recharge,2023-05-23,INR
4470.76,Grocery shopping,2023-03-05,INR
3459.55,Flight booking,2023-12-24,INR
4302.12,Ola cab ride,2023-03-06,INR
2656.35,Mobile recharge,2023-01-03,INR
600.44,Clothing shopping,2023-02-02,INR
648.12,Flight booking,2023-10-04,INR
2616.56,Zomato food order,2023-10-29,INR
3519.39,Clothing shopping,2023-09-28,INR
3413.38,Coffee at cafe,2023-06-14,INR
2689.27,Medical bill,2023-08-18,INR
569.81,Flight booking,2023-01-26,INR
2839.47,Book purchase,2023-04-01,INR
1593.27,Zomato food order,2023-03-06,INR
2074.75,Mobile recharge,2023-10-19,INR
370.73,Movie tickets,2023-05-02,INR
4441.82,Hotel stay,2023-09-21,INR
3452.53,Flight booking,2023-06-24,INR
3637.99,Grocery shopping,2023-01-28,INR
3013.41,Coffee at cafe,2023-10-31,INR
3140.48,Gym membership,2023-03-07,INR
2495.85,Electricity bill,2023-02-12,INR
2962.38,Clothing shopping,2023-06-07,INR
1296.76,Flight booking,2023-11-01,INR
3564.44,Hotel stay,2023-12-11,INR
4978.92,Movie tickets,2023-11-11,INR
3276.17,Flight booking,2023-03-03,INR
1715.4,Amazon purchase,2023-10-20,INR
3950.16,Amazon purchase,2023-11-27,INR
1994.01,Medical bill,2023-10-21,INR
2327.14,Zomato food order,2023-07-29,INR
2258.46,Ola cab ride,2023-08-31,INR
4095.84,Book purchase,2023-01-26,INR
265.6,Zomato food order,2023-09-04,INR
3138.72,Swiggy food order,2023-01-14,INR
3991.17,Clothing shopping,2023-09-16,INR
4859.6,Movie tickets,2023-08-21,INR
2362.16,Mobile recharge,2023-06-12,INR
1562.45,Mobile recharge,2023-08-13,INR
566.83,Hotel stay,2023-11-04,INR
2502.96,Electricity bill,2023-05-30,INR
138.03,Electricity bill,2023-04-08,INR
3657.07,Amazon purchase,2023-11-13,INR
1711.61,Coffee at cafe,2023-08-29,INR
852.8,Hotel stay,2023-03-17,INR
3870.4,Electricity bill,2023-09-18,INR
3229.98,Medical bill,2023-06-08,INR
4476.18,Movie tickets,2023-02-02,INR
2972.86,Clothing shopping,2023-02-15,INR
3769.06,Zomato food order,2023-02-13,INR
644.31,Medical bill,2023-03-28,INR
1450.95,Zomato food order,2023-02-03,INR
1764.91,Ola cab ride,2023-10-05,INR
287.38,Swiggy food order,2023-06-11,INR
4464.22,Hotel stay,2023-01-11,INR
723.86,Grocery shopping,2023-08-22,INR
792.92,Rent payment,2023-10-05,INR
2606.98,Medical bill,2023-05-26,INR
3686.91,Zomato food order,2023-06-30,INR
2767.12,Book purchase,2023-07-07,INR
1697.24,Gym membership,2023-03-29,INR
1991.91,Mobile recharge,2023-01-27,INR
2887.88,Flight booking,2023-12-24,INR
2948.94,Flight booking,2023-03-27,INR
2156.3,Coffee at cafe,2023-04-13,INR
2516.31,Grocery shopping,2023-04-12,INR
572.93,Mobile recharge,2023-06-03,INR
4615.23,Mobile recharge,2023-08-26,INR
1596.68,Swiggy food order,2023-10-27,INR
4256.2,Zomato food order,2023-02-06,INR
657.58,Movie tickets,2023-05-05,INR
3309.52,Medical bill,2023-03-15,INR
1976.64,Grocery shopping,2023-12-13,INR
1412.42,Grocery shopping,2023-08-23,INR
1448.39,Zomato food order,2023-03-12,INR
4049.66,Zomato food order,2023-06-17,INR
1995.31,Clothing shopping,2023-06-08,INR
3333.24,Movie tickets,2023-02-11,INR
2089.45,Flight booking,2023-06-27,INR
3040.74,Movie tickets,2023-01-26,INR
2718.46,Amazon purchase,2023-06-19,INR
2975.8,Gym membership,2023-05-12,INR
2337.27,Medical bill,2023-08-22,INR
3827.24,Amazon purchase,2023-09-15,INR
1370.64,Ola cab ride,2023-10-07,INR
3083.75,Amazon purchase,2023-08-09,INR
3018.07,Ola cab ride,2023-11-17,INR
1986.22,Gym membership,2023-05-27,INR
2091.46,Rent payment,2023-01-14,INR
3739.05,Electricity bill,2023-09-07,INR
3790.32,Mobile recharge,2023-09-19,INR
964.05,Rent payment,2023-08-09,INR
4021.66,Amazon purchase,2023-06-09,INR
1652.62,Hotel stay,2023-10-09,INR
2587.22,Book purchase,2023-11-14,INR
4724.87,Coffee at cafe,2023-04-10,INR
4958.03,Amazon purchase,2023-12-03,INR
1998.3,Coffee at cafe,2023-02-28,INR
942.26,Mobile recharge,2023-05-23,INR
253.94,Grocery shopping,2023-07-31,INR
4924.05,Ola cab ride,2023-04-20,INR
4436.06,Electricity bill,2023-02-24,INR
4815.87,Grocery shopping,2023-10-30,INR
306.95,Coffee at cafe,2023-06-24,INR
287.08,Amazon purchase,2023-01-21,INR
4027.08,Mobile recharge,2023-01-23,INR
1570.01,Flight booking,2023-09-02,INR
189.91,Grocery shopping,2023-03-29,INR
2881.25,Coffee at cafe,2023-12-29,INR
647.56,Mobile recharge,2023-12-24,INR
2596.94,Flight booking,2023-06-05,INR
4026.07,Gym membership,2023-09-20,INR
3417.43,Book purchase,2023-07-31,INR
4907.08,Zomato food order,2023-09-24,INR
1087.5,Book purchase,2023-07-26,INR
3460.27,Coffee at cafe,2023-09-03,INR
4846.47,Coffee at cafe,2023-07-15,INR
4089.56,Grocery shopping,2023-06-09,INR
1895.88,Clothing shopping,2023-12-22,INR
4596.76,Flight booking,2023-11-18,INR
1851.24,Gym membership,2023-01-20,INR
2227.86,Rent payment,2023-08-17,INR
2504.51,Grocery shopping,2023-11-02,INR
1071.6,Book purchase,2023-01-17,INR
3893.77,Medical bill,2023-06-14,INR
3826.28,Movie tickets,2023-12-23,INR
1284.95,Mobile recharge,2023-09-01,INR
4099.24,Ola cab ride,2023-01-09,INR
405.47,Ola cab ride,2023-02-13,INR
1488.79,Gym membership,2023-07-11,INR
3067.6,Mobile recharge,2023-03-26,INR
4675.46,Grocery shopping,2023-12-30,INR
753.42,Mobile recharge,2023-10-20,INR
893.57,Ola cab ride,2023-11-25,INR
