amount,description,date,currency
3689.57,Clothing shopping,2023-07-08,INR
4237.15,Medical bill,2023-03-05,INR
955.53,Coffee at cafe,2023-09-23,INR
3958.85,Clothing shopping,2023-02-20,INR
3592.2,Flight booking,2023-04-16,INR
3139.7,Amazon purchase,2023-12-08,INR
3008.81,Swiggy food order,2023-09-03,INR
362.7,Flight booking,2023-01-16,INR
1314.51,Medical bill,2023-01-16,INR
2331.53,Clothing shopping,2023-05-20,INR
294.11,Electricity bill,2023-03-05,INR
4494.84,Amazon purchase,2023-08-08,INR
3333.7,Clothing shopping,2023-08-21,INR
990.87,Hotel stay,2023-06-15,INR
2075.23,Zomato food order,2023-12-10,INR
4961.93,Book purchase,2023-08-17,INR
4265.89,Movie tickets,2023-01-09,INR
959.11,Rent payment,2023-09-03,INR
259.72,Electricity bill,2023-04-30,INR
958.91,Gym membership,2023-08-24,INR
1165.66,Coffee at cafe,2023-03-20,INR
1125.62,Grocery shopping,2023-08-27,INR
4934.01,Grocery shopping,2023-07-23,INR
3083.31,Electricity bill,2023-08-14,INR
2403.32,Hotel stay,2023-02-27,INR
4258.21,Book purchase,2023-04-07,INR
3272.7,Clothing shopping,2023-04-23,INR
2044.53,Hotel stay,2023-12-23,INR
2939.91,Rent payment,2023-06-05,INR
3365.58,Amazon purchase,2023-10-25,INR
2412.62,Hotel stay,2023-06-09,INR
2826.48,Movie tickets,2023-10-19,INR
2243.03,Clothing shopping,2023-10-08,INR
2000.59,Book purchase,2023-04-12,INR
3391.73,Rent payment,2023-02-26,INR
3752.53,Medical bill,2023-02-05,INR
4196.66,Book purchase,2023-04-02,INR
1800.59,Gym membership,2023-07-09,INR
3512.49,Coffee at cafe,2023-01-17,INR
2965.34,Clothing shopping,2023-11-26,INR
547.17,Gym membership,2023-08-30,INR
2563.39,Mobile recharge,2023-10-30,INR
4173.73,Electricity bill,2023-09-06,INR
1823.48,Mobile recharge,2023-02-22,INR
3231.04,Coffee at cafe,2023-06-20,INR
210.13,Book purchase,2023-12-17,INR
2466.29,Clothing shopping,2023-03-18,INR
2830.19,Book purchase,2023-02-11,INR
3993.69,Coffee at cafe,2023-07-21,INR
3920.01,Book purchase,2023-01-26,INR
3664.31,Flight booking,2023-04-10,INR
4220.59,Clothing shopping,2023-12-18,INR
4806.54,Flight booking,2023-10-29,INR
425.93,Electricity bill,2023-09-15,INR
4539.36,Ola cab ride,2023-05-14,INR
759.24,Clothing shopping,2023-07-29,INR
300.87,Grocery shopping,2023-05-04,INR
4225.3,Electricity bill,2023-11-26,INR
3583.33,Gym membership,2023-03-25,INR
1912.41,Book purchase,2023-09-28,INR
2687.9,Movie tickets,2023-09-14,INR
1841.03,Rent payment,2023-12-14,INR
1766.4,Grocery shopping,2023-08-31,INR
3522.34,Electricity bill,2023-04-29,INR
2343.2,Flight booking,2023-10-30,INR
1405.71,Medical bill,2023-08-05,INR
3991.14,Mobile recharge,2023-03-17,INR
3429.63,Amazon purchase,2023-03-05,INR
3574.68,Flight booking,2023-04-03,INR
3908.62,Swiggy food order,2023-06-03,INR
3689.33,Electricity bill,2023-05-31,INR
849.37,Swiggy food order,2023-09-16,INR
3848.1,Medical bill,2023-03-27,INR
4494.38,Clothing shopping,2023-11-13,INR
4700.73,Mobile recharge,2023-01-13,INR
4960.57,Hotel stay,2023-09-15,INR
2055.63,Medical bill,2023-09-09,INR
4545.23,Hotel stay,2023-11-30,INR
297.58,Movie tickets,2023-12-22,INR
3812.63,Rent payment,2023-11-10,INR
4592.45,Coffee at cafe,2023-07-20,INR
2189.56,Ola cab ride,2023-05-27,INR
3918.5,Movie tickets,2023-11-09,INR
1699.09,Movie tickets,2023-02-08,INR
144.83,Gym membership,2023-04-03,INR
3687.13,Zomato food order,2023-01-31,INR
2674.39,Amazon purchase,2023-01-31,INR
1249.5,Medical bill,2023-11-20,INR
3337.49,Movie tickets,2023-01-22,INR
1125.13,Amazon purchase,2023-06-22,INR
968.22,Coffee at cafe,2023-09-08,INR
4215.48,Coffee at cafe,2023-04-03,INR
4644.82,Ola cab ride,2023-02-02,INR
1713.75,Flight booking,2023-11-06,INR
1221.52,Coffee at cafe,2023-12-24,INR
2496.62,Clothing shopping,2023-08-13,INR
494.48,Movie tickets,2023-01-14,INR
1767.94,Ola cab ride,2023-11-11,INR
3551.3,Hotel stay,2023-04-15,INR
2638.34,Clothing shopping,2023-04-25,INR
4147.75,Grocery shopping,2023-01-11,INR
410.36,Coffee at cafe,2023-07-17,INR
4294.36,Coffee at cafe,2023-12-30,INR
4525.64,Ola cab ride,2023-01-10,INR
3176.35,Flight booking,2023-09-08,INR
2047.65,Clothing shopping,2023-08-10,INR
394.17,Clothing shopping,2023-05-25,INR
1012.28,Flight booking,2023-01-24,INR
2130.4,Book purchase,2023-02-09,INR
4925.0,Flight booking,2023-08-24,INR
3095.13,Amazon purchase,2023-01-02,INR
3340.71,Mobile recharge,2023-04-21,INR
3106.82,Electricity bill,2023-11-23,INR
3387.02,Electricity bill,2023-03-06,INR
4054.45,Hotel stay,2023-10-02,INR
1184.61,Amazon purchase,2023-04-20,INR
323.77,Flight booking,2023-07-18,INR
3542.39,Gym membership,2023-04-21,INR
340.15,Zomato food order,2023-03-10,INR
4305.63,Flight booking,2023-03-07,INR
4603.32,Mobile recharge,2023-04-30,INR
2386.63,Rent payment,2023-05-29,INR
1832.13,Gym membership,2023-07-28,INR
3553.31,Movie tickets,2023-04-20,INR
1186.73,Electricity bill,2023-12-27,INR
656.52,Flight booking,2023-07-14,INR
4539.53,Electricity bill,2023-10-04,INR
1532.47,Swiggy food order,2023-11-02,INR
3898.05,Ola cab ride,2023-07-11,INR
4539.84,Grocery shopping,2023-08-15,INR
2055.08,Mobile recharge,2023-02-04,INR
552.82,Medical bill,2023-10-29,INR
2227.98,Mobile recharge,2023-01-15,INR
3398.08,Flight booking,2023-10-02,INR
3498.27,Flight booking,2023-10-14,INR
3697.79,Electricity bill,2023-04-03,INR
879.69,Clothing shopping,2023-06-20,INR
1069.44,Clothing shopping,2023-12-14,INR
3015.28,Electricity bill,2023-05-25,INR
1874.86,Rent payment,2023-03-16,INR
4698.33,Rent payment,2023-06-27,INR
3505.58,Book purchase,2023-08-28,INR
217.68,Coffee at cafe,2023-10-14,INR
4279.33,Book purchase,2023-05-22,INR
633.71,Amazon purchase,2023-09-02,INR
3205.25,Book purchase,2023-12-13,INR
3793.69,Rent payment,2023-04-03,INR
398.66,Rent payment,2023-10-14,INR
230.07,Hotel stay,2023-11-28,INR
1375.54,Clothing shopping,2023-05-24,INR
2919.31,Zomato food order,2023-05-16,INR
3114.47,Movie tickets,2023-05-15,INR
4281.25,Gym membership,2023-01-24,INR
2352.45,Electricity bill,2023-04-24,INR
4197.47,Mobile recharge,2023-07-01,INR
4904.85,Swiggy food order,2023-02-08,INR
4668.12,Movie tickets,2023-05-20,INR
2473.39,Swiggy food order,2023-06-04,INR
2045.33,Movie tickets,2023-05-17,INR
1846.64,Amazon purchase,2023-03-14,INR
2722.4,Rent payment,2023-10-04,INR
4420.88,Ola cab ride,2023-08-25,INR
588.2,Ola cab ride,2023-01-07,INR
4752.89,Gym membership,2023-08-18,INR
1336.81,Clothing shopping,2023-01-14,INR
2161.95,Electricity bill,2023-02-26,INR
1375.78,Movie tickets,2023-10-04,INR
858.87,Flight booking,2023-07-13,INR
3941.68,Amazon purchase,2023-09-25,INR
2142.14,Coffee at cafe,2023-05-05,INR
2967.98,Hotel stay,2023-05-10,INR
703.07,Electricity bill,2023-05-31,INR
3323.86,Swiggy food order,2023-11-11,INR
301.57,Amazon purchase,2023-12-13,INR
3261.85,Amazon purchase,2023-03-03,INR
3027.12,Hotel stay,2023-05-15,INR
3552.79,Electricity bill,2023-09-12,INR
4335.02,Grocery shopping,2023-12-27,INR
545.94,Electricity bill,2023-09-03,INR
139.1,Medical bill,2023-12-11,INR
3382.07,Zomato food order,2023-04-15,INR
3916.83,Zomato food order,2023-07-03,INR
2771.82,Rent payment,2023-01-22,INR
1405.73,Movie tickets,2023-06-09,INR
1082.02,Clothing shopping,2023-06-12,INR
4444.38,Grocery shopping,2023-11-05,INR
4007.2,Book purchase,2023-10-08,INR
3305.66,Mobile recharge,2023-07-25,INR
2336.8,Electricity bill,2023-09-11,INR
4460.37,Mobile recharge,2023-09-24,INR
2673.91,Book purchase,2023-11-16,INR
3154.23,Coffee at cafe,2023-05-27,INR
3976.11,Zomato food order,2023-05-19,INR
2391.92,Electricity bill,2023-03-11,INR
3360.56,Swiggy food order,2023-01-08,INR
3430.69,Gym membership,2023-01-28,INR
950.09,Ola cab ride,2023-07-05,INR
4058.43,Clothing shopping,2023-04-01,INR
4036.92,Clothing shopping,2023-06-28,INR
284.04,Electricity bill,2023-02-14,INR
271.85,Flight booking,2023-05-21,INR
1366.06,Book purchase,2023-04-24,INR
352.95,Grocery shopping,2023-05-29,INR
2200.33,Clothing shopping,2023-08-08,INR
1615.47,Flight booking,2023-07-08,INR
1711.69,Electricity bill,2023-02-12,INR
1594.58,Book purchase,2023-10-16,INR
1506.86,Medical bill,2023-05-28,INR
2431.02,Clothing shopping,2023-08-05,INR
3101.56,Zomato food order,2023-08-24,INR
4607.38,Flight booking,2023-04-07,INR
2028.98,Electricity bill,2023-08-13,INR
4744.38,Hotel stay,2023-07-23,INR
3490.66,Coffee at cafe,2023-07-16,INR
584.51,Medical bill,2023-08-03,INR
3480.96,Book purchase,2023-08-17,INR
2445.65,Book purchase,2023-10-03,INR
4850.9,Book purchase,2023-04-11,INR
4812.29,Hotel stay,2023-07-26,INR
2373.58,Flight booking,2023-05-24,INR
3134.22,Amazon purchase,2023-11-20,INR
1721.34,Book purchase,2023-02-05,INR
4093.13,Ola cab ride,2023-12-04,INR
1959.22,Ola cab ride,2023-07-20,INR
3620.0,Ola cab ride,2023-03-16,INR
3113.7,Gym membership,2023-06-19,INR
2367.54,Rent payment,2023-06-26,INR
2975.45,Amazon purchase,2023-02-21,INR
1595.59,Grocery shopping,2023-11-19,INR
1714.27,Medical bill,2023-12-01,INR
4146.93,Ola cab ride,2023-07-13,INR
1205.33,Grocery shopping,2023-05-06,INR
4036.89,Amazon purchase,2023-09-22,INR
4163.58,Gym membership,2023-07-23,INR
3777.43,Movie tickets,2023-06-11,INR
1967.53,Rent payment,2023-10-28,INR
1374.8,Movie tickets,2023-11-22,INR
3336.5,Movie tickets,2023-06-09,INR
916.99,Ola cab ride,2023-05-07,INR
808.45,Amazon purchase,2023-04-15,INR
600.46,Hotel stay,2023-01-10,INR
4692.17,Clothing shopping,2023-01-07,INR
1088.04,Medical bill,2023-10-23,INR
1505.94,Clothing shopping,2023-10-01,INR
3767.44,Grocery shopping,2023-06-08,INR
2102.94,Mobile recharge,2023-04-25,INR
4044.32,Mobile recharge,2023-11-01,INR
2629.27,Electricity bill,2023-06-07,INR
1161.66,Ola cab ride,2023-08-31,INR
2242.19,Ola cab ride,2023-11-20,INR
3565.08,Grocery shopping,2023-05-27,INR
2840.01,Medical bill,2023-09-10,INR
424.36,Amazon purchase,2023-08-19,INR
748.65,Medical bill,2023-08-03,INR
2095.17,Rent payment,2023-08-29,INR
268.21,Mobile recharge,2023-04-06,INR
3293.73,Swiggy food order,2023-08-01,INR
3735.8,Zomato food order,2023-04-30,INR
2808.98,Mobile recharge,2023-11-21,INR
2735.52,Mobile recharge,2023-06-02,INR
3903.83,Amazon purchase,2023-12-26,INR
189.15,Book purchase,2023-08-04,INR
3433.95,Gym membership,2023-08-27,INR
4572.12,Electricity bill,2023-08-18,INR
1991.26,Rent payment,2023-10-27,INR
416.16,Medical bill,2023-02-25,INR
3970.81,Movie tickets,2023-05-12,INR
824.95,Rent payment,2023-07-19,INR
1422.03,Amazon purchase,2023-04-29,INR
3438.62,Medical bill,2023-08-17,INR
3159.16,Grocery shopping,2023-12-31,INR
4305.17,Clothing shopping,2023-05-12,INR
1398.92,Mobile recharge,2023-07-20,INR
3421.82,Grocery shopping,2023-10-13,INR
3366.31,Amazon purchase,2023-12-24,INR
2144.9,Gym membership,2023-05-30,INR
904.26,Swiggy food order,2023-12-06,INR
3433.23,Book purchase,2023-11-28,INR
329.87,Gym membership,2023-01-25,INR
2356.4,Amazon purchase,2023-09-01,INR
1981.91,Rent payment,2023-04-07,INR
4944.43,Medical bill,2023-05-19,INR
738.68,Clothing shopping,2023-07-09,INR
2603.61,Clothing shopping,2023-03-26,INR
2137.27,Medical bill,2023-02-08,INR
991.64,Grocery shopping,2023-07-16,INR
1820.74,Electricity bill,2023-07-23,INR
1711.36,Swiggy food order,2023-07-26,INR
1396.56,Clothing shopping,2023-02-22,INR
1885.32,Medical bill,2023-01-29,INR
2542.13,Ola cab ride,2023-08-09,INR
1865.3,Rent payment,2023-04-05,INR
1701.06,Medical bill,2023-05-16,INR
4559.65,Medical bill,2023-06-25,INR
3765.54,Clothing shopping,2023-03-27,INR
1883.64,Amazon purchase,2023-05-08,INR
1949.27,Medical bill,2023-03-26,INR
2051.37,Electricity bill,2023-08-19,INR
3638.61,Medical bill,2023-10-21,INR
2370.98,Clothing shopping,2023-05-24,INR
3996.65,Hotel stay,2023-07-16,INR
857.96,Medical bill,2023-02-02,INR
1381.95,Ola cab ride,2023-01-19,INR
3804.72,Gym membership,2023-07-06,INR
177.92,Medical bill,2023-08-06,INR
722.95,Zomato food order,2023-04-06,INR
2154.26,Mobile recharge,2023-12-04,INR
2549.2,Mobile recharge,2023-04-08,INR
3745.64,Swiggy food order,2023-07-07,INR
2645.92,Clothing shopping,2023-11-04,INR
1869.29,Movie tickets,2023-05-24,INR
1096.26,Mobile recharge,2023-09-02,INR
2525.58,Book purchase,2023-08-14,INR
2274.07,Flight booking,2023-12-02,INR
2131.35,Gym membership,2023-06-15,INR
1372.2,Grocery shopping,2023-07-18,INR
1850.63,Clothing shopping,2023-10-22,INR
2931.93,Clothing shopping,2023-03-18,INR
2910.64,Clothing shopping,2023-12-06,INR
3646.63,Clothing shopping,2023-12-20,INR
3744.5,Book purchase,2023-02-10,INR
4249.78,Electricity bill,2023-12-23,INR
321.05,Medical bill,2023-07-16,INR
911.48,Grocery shopping,2023-06-05,INR
4606.76,Rent payment,2023-09-10,INR
954.86,Mobile recharge,2023-10-17,INR
3791.42,Amazon purchase,2023-01-05,INR
3385.73,Amazon purchase,2023-05-18,INR
4611.12,Zomato food order,2023-01-10,INR
279.51,Movie tickets,2023-09-22,INR
169.05,Gym membership,2023-09-02,INR
308.1,Electricity bill,2023-06-19,INR
1241.89,Movie tickets,2023-07-29,INR
3523.4,Mobile recharge,2023-10-03,INR
349.1,Amazon purchase,2023-05-10,INR
856.43,Hotel stay,2023-06-10,INR
974.59,Zomato food order,2023-01-03,INR
1487.65,Ola cab ride,2023-06-05,INR
1029.59,Movie tickets,2023-11-03,INR
3429.16,Ola cab ride,2023-06-02,INR
3048.64,Movie tickets,2023-09-13,INR
2616.82,Swiggy food order,2023-01-18,INR
1469.56,Amazon purchase,2023-12-15,INR
554.13,Rent payment,2023-01-30,INR
4379.22,Amazon purchase,2023-06-23,INR
2467.08,Hotel stay,2023-11-23,INR
3034.23,Movie tickets,2023-07-14,INR
4798.23,Book purchase,2023-07-26,INR
3662.99,Coffee at cafe,2023-07-23,INR
4011.44,Movie tickets,2023-06-20,INR
2638.68,Swiggy food order,2023-12-03,INR
2853.37,Medical bill,2023-09-30,INR
4930.05,Movie tickets,2023-04-26,INR
4390.1,Flight booking,2023-06-21,INR
643.41,Movie tickets,2023-07-28,INR
1678.71,Ola cab ride,2023-01-17,INR
250.51,Book purchase,2023-02-18,INR
2469.84,Flight booking,2023-12-19,INR
986.7,Grocery shopping,2023-01-03,INR
3672.35,Hotel stay,2023-08-07,INR
2426.85,Swiggy food order,2023-02-24,INR
2690.94,Rent payment,2023-04-23,INR
876.18,Medical bill,2023-02-12,INR
4649.0,Flight booking,2023-07-19,INR
3259.8,Hotel stay,2023-12-14,INR
3735.99,Book purchase,2023-11-20,INR
2926.76,Ola cab ride,2023-05-21,INR
4237.23,Electricity bill,2023-08-29,INR
3492.0,Zomato food order,2023-02-08,INR
1334.97,Gym membership,2023-11-04,INR
667.72,Gym membership,2023-05-15,INR
3895.08,Clothing shopping,2023-12-11,INR
109.79,Electricity bill,2023-02-10,INR
2970.24,Zomato food order,2023-10-07,INR
1034.43,Rent payment,2023-09-06,INR
3512.37,Clothing shopping,2023-09-14,INR
1375.35,Gym membership,2023-08-17,INR
1818.97,Amazon purchase,2023-12-17,INR
1252.71,Mobile recharge,2023-02-11,INR
1449.24,Clothing shopping,2023-05-25,INR
1793.79,Swiggy food order,2023-12-27,INR
470.51,Hotel stay,2023-11-17,INR
4794.79,Medical bill,2023-11-04,INR
1939.9,Electricity bill,2023-02-08,INR
3246.36,Mobile recharge,2023-07-30,INR
4226.95,Swiggy food order,2023-04-24,INR
2189.82,Hotel stay,2023-07-14,INR
3848.52,Clothing shopping,2023-12-17,INR
4938.9,Grocery shopping,2023-09-15,INR
4996.18,Rent payment,2023-03-08,INR
2501.22,Movie tickets,2023-02-08,INR
4915.24,Grocery shopping,2023-12-15,INR
1675.49,Zomato food order,2023-12-08,INR
4760.27,Flight booking,2023-03-06,INR
474.11,Electricity bill,2023-09-28,INR
2432.91,Book purchase,2023-09-20,INR
4513.75,Grocery shopping,2023-07-16,INR
1745.51,Book purchase,2023-05-24,INR
3420.71,Hotel stay,2023-09-08,INR
2686.52,Book purchase,2023-05-13,INR
4318.16,Ola cab ride,2023-12-24,INR
619.96,Movie tickets,2023-09-23,INR
1830.19,Ola cab ride,2023-08-25,INR
477.71,Grocery shopping,2023-03-20,INR
4332.5,Zomato food order,2023-12-28,INR
126.2,Ola cab ride,2023-04-15,INR
2719.12,Zomato food order,2023-01-10,INR
3632.96,Rent payment,2023-06-08,INR
735.16,Zomato food order,2023-06-20,INR
1673.24,Coffee at cafe,2023-04-01,INR
2864.85,Swiggy food order,2023-06-07,INR
2499.26,Movie tickets,2023-02-14,INR
1929.75,Clothing shopping,2023-12-19,INR
2825.41,Mobile recharge,2023-02-23,INR
1463.21,Gym membership,2023-02-02,INR
2867.62,Grocery shopping,2023-10-05,INR
901.29,Electricity bill,2023-06-23,INR
1318.0,Movie tickets,2023-09-07,INR
4450.84,Mobile recharge,2023-02-19,INR
2270.28,Zomato food order,2023-02-27,INR
3772.87,Medical bill,2023-06-01,INR
482.28,Zomato food order,2023-11-28,INR
4458.61,Book purchase,2023-07-24,INR
676.45,Medical bill,2023-03-23,INR
989.11,Swiggy food order,2023-06-21,INR
2901.09,Coffee at cafe,2023-01-18,INR
2199.42,Medical bill,2023-05-10,INR
2001.0,Clothing shopping,2023-12-25,INR
3503.35,Gym membership,2023-04-08,INR
2380.82,Clothing shopping,2023-07-27,INR
3700.55,Ola cab ride,2023-09-09,INR
3872.79,Coffee at cafe,2023-07-31,INR
256.2,Coffee at cafe,2023-09-17,INR
3815.71,Gym membership,2023-10-20,INR
3749.8,Zomato food order,2023-12-18,INR
1188.7,Coffee at cafe,2023-03-02,INR
3333.53,Mobile recharge,2023-09-24,INR
2792.05,Grocery shopping,2023-05-03,INR
1775.09,Mobile recharge,2023-05-03,INR
950.63,Clothing shopping,2023-02-21,INR
1559.3,Electricity bill,2023-11-10,INR
815.26,Electricity bill,2023-12-03,INR
1582.21,Clothing shopping,2023-10-05,INR
4383.87,Amazon purchase,2023-09-08,INR
3470.58,Flight booking,2023-05-24,INR
1826.26,Rent payment,2023-08-20,INR
2891.54,Clothing shopping,2023-03-22,INR
956.64,Medical bill,2023-10-12,INR
3669.77,Gym membership,2023-08-29,INR
1661.47,Movie tickets,2023-11-21,INR
4880.23,Electricity bill,2023-01-20,INR
952.58,Coffee at cafe,2023-04-24,INR
3521.86,Coffee at cafe,2023-01-30,INR
3719.21,Grocery shopping,2023-10-13,INR
1069.25,Medical bill,2023-09-11,INR
3540.3,Amazon purchase,2023-01-27,INR
2127.8,Movie tickets,2023-04-10,INR
3964.58,Book purchase,2023-11-23,INR
3089.45,Flight booking,2023-02-27,INR
4683.45,Flight booking,2023-11-16,INR
4094.79,Medical bill,2023-08-23,INR
608.71,Coffee at cafe,2023-05-08,INR
2570.9,Hotel stay,2023-08-09,INR
4595.6,Ola cab ride,2023-11-07,INR
4399.08,Mobile recharge,2023-04-20,INR
514.74,Mobile recharge,2023-06-23,INR
1713.09,Electricity bill,2023-09-12,INR
2509.47,Flight booking,2023-06-14,INR
2312.63,Electricity bill,2023-06-28,INR
1634.5,Clothing shopping,2023-09-12,INR
3081.2,Hotel stay,2023-05-19,INR
1807.78,Movie tickets,2023-06-15,INR
2012.78,Coffee at cafe,2023-07-13,INR
2322.33,Amazon purchase,2023-05-18,INR
1226.3,Hotel stay,2023-02-24,INR
3495.55,Electricity bill,2023-07-14,INR
4124.23,Swiggy food order,2023-01-16,INR
2436.14,Hotel stay,2023-02-06,INR
3132.7,Flight booking,2023-05-05,INR
3408.81,Mobile recharge,2023-07-03,INR
2959.9,Ola cab ride,2023-08-31,INR
3227.69,Coffee at cafe,2023-07-27,INR
4323.03,Medical bill,2023-12-25,INR
3305.09,Ola cab ride,2023-06-26,INR
4453.98,Coffee at cafe,2023-02-28,INR
2416.56,Clothing shopping,2023-10-29,INR
3097.81,Grocery shopping,2023-01-25,INR
2423.15,Zomato food order,2023-08-28,INR
2089.0,Gym membership,2023-08-25,INR
1972.7,Flight booking,2023-03-03,INR
3694.91,Ola cab ride,2023-01-20,INR
4243.31,Movie tickets,2023-08-07,INR
4489.56,Amazon purchase,2023-03-09,INR
3774.82,Zomato food order,2023-06-07,INR
1769.22,Swiggy food order,2023-01-13,INR
1468.19,Grocery shopping,2023-08-20,INR
3990.02,Zomato food order,2023-11-10,INR
854.22,Gym membership,2023-10-14,INR
2517.15,Medical bill,2023-12-18,INR
2923.74,Mobile recharge,2023-01-03,INR
3637.02,Hotel stay,2023-09-24,INR
565.87,Book purchase,2023-02-13,INR
1071.26,Flight booking,2023-08-31,INR
522.95,Swiggy food order,2023-09-02,INR
4340.23,Ola cab ride,2023-08-11,INR
2308.37,Movie tickets,2023-02-26,INR
3725.83,Hotel stay,2023-11-05,INR
4149.88,Amazon purchase,2023-05-25,INR
4483.06,Book purchase,2023-08-31,INR
2140.15,Coffee at cafe,2023-06-01,INR
2393.83,Flight booking,2023-08-27,INR
490.89,Rent payment,2023-12-15,INR
4441.79,Hotel stay,2023-02-26,INR
1071.72,Book purchase,2023-07-27,INR
3844.58,Gym membership,2023-07-26,INR
3022.2,Coffee at cafe,2023-02-10,INR
2430.82,Movie tickets,2023-12-22,INR
103.03,Hotel stay,2023-04-16,INR
4257.8,Grocery shopping,2023-11-10,INR
1331.68,Amazon purchase,2023-05-31,INR
310.27,Zomato food order,2023-07-10,INR
1158.31,Rent payment,2023-06-18,INR
1611.41,Book purchase,2023-12-19,INR
702.68,Coffee at cafe,2023-06-29,INR
4880.55,Coffee at cafe,2023-06-23,INR
4412.73,Gym membership,2023-11-05,INR
3801.03,Book purchase,2023-06-25,INR
3664.19,Book purchase,2023-02-08,INR
1182.57,Coffee at cafe,2023-09-23,INR
3734.7,Mobile recharge,2023-07-11,INR
3422.19,Mobile recharge,2023-09-05,INR
4093.12,Mobile recharge,2023-03-12,INR
4356.72,Swiggy food order,2023-11-07,INR
1508.59,Movie tickets,2023-03-31,INR
1809.6,Zomato food order,2023-05-01,INR
4675.5,Coffee at cafe,2023-05-16,INR
1118.48,Gym membership,2023-04-11,INR
4059.05,Book purchase,2023-02-21,INR
620.4,Coffee at cafe,2023-06-06,INR
360.76,Zomato food order,2023-06-07,INR
4840.56,Movie tickets,2023-12-22,INR
2411.3,Rent payment,2023-01-04,INR
1287.41,Flight booking,2023-09-05,INR
2432.0,Electricity bill,2023-12-22,INR
4515.42,Mobile recharge,2023-08-06,INR
4818.14,Mobile recharge,2023-08-12,INR
742.96,Coffee at cafe,2023-12-21,INR
2601.52,Electricity bill,2023-12-20,INR
3027.81,Mobile recharge,2023-04-28,INR
3158.49,Book purchase,2023-03-28,INR
665.9,Clothing shopping,2023-09-10,INR
3870.44,Ola cab ride,2023-11-02,INR
3839.55,Gym membership,2023-01-22,INR
3266.81,Coffee at cafe,2023-08-22,INR
4150.54,Medical bill,2023-06-30,INR
3554.71,Clothing shopping,2023-01-01,INR
4717.48,Gym membership,2023-07-17,INR
1517.35,Zomato food order,2023-03-05,INR
822.73,Mobile recharge,2023-01-12,INR
4782.23,Amazon purchase,2023-02-07,INR
