amount,description,date,currency
1939.67,Electricity bill,2023-08-27,INR
1405.21,Movie tickets,2023-01-20,INR
4044.38,Grocery shopping,2023-12-30,INR
3973.28,Zomato food order,2023-10-18,INR
3028.24,Gym membership,2023-02-02,INR
1398.6,Book purchase,2023-08-02,INR
3691.09,Swiggy food order,2023-11-26,INR
955.41,Electricity bill,2023-11-15,INR
4651.71,Zomato food order,2023-12-12,INR
3941.43,Clothing shopping,2023-02-28,INR
4977.54,Book purchase,2023-01-26,INR
3095.65,Zomato food order,2023-06-24,INR
3560.64,Grocery shopping,2023-10-15,INR
2521.16,Book purchase,2023-10-03,INR
1251.9,Amazon purchase,2023-07-04,INR
3293.64,Hotel stay,2023-12-05,INR
293.25,Clothing shopping,2023-07-02,INR
2551.17,Grocery shopping,2023-09-01,INR
2393.86,Swiggy food order,2023-12-14,INR
1720.7,Rent payment,2023-11-17,INR
2068.5,Ola cab ride,2023-07-22,INR
1986.76,Hotel stay,2023-02-10,INR
2702.66,Zomato food order,2023-12-08,INR
2514.36,Electricity bill,2023-04-16,INR
4975.08,Electricity bill,2023-02-07,INR
3849.58,Flight booking,2023-10-16,INR
2292.15,Rent payment,2023-11-28,INR
3336.13,Mobile recharge,2023-07-03,INR
2355.68,Electricity bill,2023-07-13,INR
248.54,Grocery shopping,2023-03-30,INR
3524.68,Gym membership,2023-02-01,INR
3786.23,Clothing shopping,2023-11-01,INR
3580.49,Swiggy food order,2023-01-09,INR
3837.91,Medical bill,2023-07-03,INR
2111.14,Book purchase,2023-11-12,INR
668.63,Coffee at cafe,2023-01-20,INR
484.21,Grocery shopping,2023-04-25,INR
3814.39,Medical bill,2023-07-18,INR
2633.58,Zomato food order,2023-01-01,INR
535.83,Coffee at cafe,2023-11-13,INR
336.19,Swiggy food order,2023-12-13,INR
521.89,Electricity bill,2023-07-10,INR
1480.61,Medical bill,2023-11-29,INR
2653.52,Mobile recharge,2023-10-12,INR
823.55,Clothing shopping,2023-03-02,INR
1146.35,Gym membership,2023-03-12,INR
2128.12,Zomato food order,2023-05-07,INR
4503.62,Ola cab ride,2023-04-13,INR
1282.2,Gym membership,2023-12-08,INR
3729.8,Movie tickets,2023-06-15,INR
4965.64,Book purchase,2023-09-03,INR
646.27,Electricity bill,2023-12-30,INR
4249.39,Medical bill,2023-08-19,INR
3531.22,Electricity bill,2023-11-08,INR
1679.58,Amazon purchase,2023-06-02,INR
4702.92,Clothing shopping,2023-01-15,INR
3591.59,Amazon purchase,2023-04-22,INR
3481.96,Flight booking,2023-06-30,INR
826.1,Rent payment,2023-08-29,INR
4367.01,Amazon purchase,2023-07-02,INR
4087.96,Mobile recharge,2023-11-14,INR
832.03,Mobile recharge,2023-01-21,INR
3926.87,Rent payment,2023-01-25,INR
3665.86,Electricity bill,2023-08-23,INR
775.89,Electricity bill,2023-05-16,INR
3845.69,Zomato food order,2023-05-29,INR
3382.88,Zomato food order,2023-12-25,INR
4061.94,Ola cab ride,2023-10-16,INR
3396.85,Medical bill,2023-12-28,INR
4784.23,Clothing shopping,2023-03-18,INR
4725.6,Rent payment,2023-07-24,INR
3326.94,Swiggy food order,2023-03-08,INR
1796.87,Amazon purchase,2023-09-03,INR
2798.26,Swiggy food order,2023-02-07,INR
1725.52,Hotel stay,2023-05-18,INR
4804.67,Clothing shopping,2023-10-04,INR
292.31,Swiggy food order,2023-11-05,INR
1415.21,Coffee at cafe,2023-11-08,INR
4338.78,Flight booking,2023-02-12,INR
1754.57,Amazon purchase,2023-06-23,INR
1461.44,Amazon purchase,2023-06-12,INR
3782.74,Movie tickets,2023-06-12,INR
4693.61,Electricity bill,2023-12-01,INR
2966.25,Electricity bill,2023-02-19,INR
4422.04,Zomato food order,2023-11-06,INR
928.0,Ola cab ride,2023-12-26,INR
1843.61,Clothing shopping,2023-01-06,INR
1929.62,Mobile recharge,2023-11-19,INR
1749.84,Zomato food order,2023-02-25,INR
4016.11,Rent payment,2023-02-16,INR
1519.96,Amazon purchase,2023-07-24,INR
888.14,Movie tickets,2023-09-04,INR
2743.14,Book purchase,2023-07-29,INR
1135.03,Amazon purchase,2023-02-17,INR
2553.07,Grocery shopping,2023-04-01,INR
4483.45,Grocery shopping,2023-08-18,INR
4397.49,Rent payment,2023-05-04,INR
1700.39,Rent payment,2023-01-12,INR
2195.65,Hotel stay,2023-02-28,INR
2500.95,Electricity bill,2023-02-05,INR
736.51,Coffee at cafe,2023-08-26,INR
4171.33,Mobile recharge,2023-03-17,INR
3599.08,Swiggy food order,2023-04-30,INR
4131.22,Electricity bill,2023-11-20,INR
3016.13,Hotel stay,2023-03-25,INR
705.62,Amazon purchase,2023-01-02,INR
234.42,Zomato food order,2023-09-24,INR
2093.82,Electricity bill,2023-12-14,INR
3190.43,Hotel stay,2023-01-29,INR
2408.16,Movie tickets,2023-08-20,INR
3052.64,Hotel stay,2023-08-25,INR
3671.87,Book purchase,2023-01-19,INR
2100.08,Amazon purchase,2023-10-22,INR
579.7,Coffee at cafe,2023-10-06,INR
3568.37,Gym membership,2023-02-06,INR
2490.0,Zomato food order,2023-06-25,INR
1762.27,Amazon purchase,2023-10-05,INR
3272.82,Electricity bill,2023-09-06,INR
1066.02,Rent payment,2023-05-29,INR
4740.48,Coffee at cafe,2023-11-06,INR
398.42,Electricity bill,2023-11-29,INR
4414.25,Clothing shopping,2023-01-20,INR
1975.11,Ola cab ride,2023-11-22,INR
4568.31,Grocery shopping,2023-04-30,INR
3908.65,Zomato food order,2023-08-01,INR
1043.92,Clothing shopping,2023-06-01,INR
1073.53,Medical bill,2023-03-06,INR
2910.77,Swiggy food order,2023-06-28,INR
2852.18,Movie tickets,2023-11-18,INR
4717.21,Rent payment,2023-04-05,INR
4094.64,Book purchase,2023-05-19,INR
340.22,Book purchase,2023-07-23,INR
1453.43,Electricity bill,2023-05-29,INR
1745.56,Ola cab ride,2023-09-29,INR
345.88,Electricity bill,2023-12-12,INR
3161.5,Ola cab ride,2023-01-06,INR
192.41,Movie tickets,2023-10-30,INR
4479.97,Gym membership,2023-09-22,INR
1997.96,Flight booking,2023-04-05,INR
135.68,Flight booking,2023-03-30,INR
4812.91,Electricity bill,2023-08-31,INR
3677.64,Rent payment,2023-06-16,INR
2723.68,Ola cab ride,2023-07-11,INR
3739.97,Rent payment,2023-08-25,INR
2751.46,Rent payment,2023-12-22,INR
2724.59,Movie tickets,2023-04-11,INR
870.67,Mobile recharge,2023-04-20,INR
1508.85,Book purchase,2023-07-27,INR
3985.74,Clothing shopping,2023-12-12,INR
1533.68,Swiggy food order,2023-10-03,INR
1482.49,Movie tickets,2023-11-26,INR
1574.87,Ola cab ride,2023-06-24,INR
4659.57,Rent payment,2023-06-07,INR
2918.16,Ola cab ride,2023-04-28,INR
194.21,Coffee at cafe,2023-02-07,INR
3414.06,Ola cab ride,2023-03-03,INR
2669.2,Book purchase,2023-11-17,INR
1759.19,Flight booking,2023-12-10,INR
4076.53,Clothing shopping,2023-05-30,INR
4430.67,Coffee at cafe,2023-04-04,INR
3085.8,Gym membership,2023-07-29,INR
4496.17,Grocery shopping,2023-10-13,INR
4734.0,Ola cab ride,2023-06-24,INR
151.61,Zomato food order,2023-04-25,INR
2753.55,Mobile recharge,2023-08-25,INR
1843.62,Book purchase,2023-02-15,INR
1370.72,Hotel stay,2023-01-21,INR
1505.35,Amazon purchase,2023-05-25,INR
4045.96,Swiggy food order,2023-05-02,INR
1885.58,Electricity bill,2023-04-14,INR
4374.51,Swiggy food order,2023-05-23,INR
1229.29,Electricity bill,2023-12-18,INR
4384.83,Amazon purchase,2023-07-10,INR
1229.81,Flight booking,2023-11-06,INR
4217.24,Rent payment,2023-05-27,INR
1799.19,Clothing shopping,2023-05-23,INR
3864.06,Grocery shopping,2023-02-22,INR
2545.89,Book purchase,2023-06-17,INR
594.13,Rent payment,2023-03-27,INR
4652.19,Zomato food order,2023-02-25,INR
3535.31,Electricity bill,2023-02-18,INR
1755.94,Flight booking,2023-01-29,INR
286.87,Zomato food order,2023-09-17,INR
165.12,Amazon purchase,2023-10-31,INR
2382.94,Swiggy food order,2023-12-16,INR
2679.22,Swiggy food order,2023-01-29,INR
2356.46,Coffee at cafe,2023-12-11,INR
4693.61,Flight booking,2023-03-14,INR
2450.15,Grocery shopping,2023-10-21,INR
3003.87,Hotel stay,2023-08-24,INR
1078.52,Mobile recharge,2023-05-13,INR
2868.18,Ola cab ride,2023-10-16,INR
4237.18,Movie tickets,2023-02-17,INR
716.61,Movie tickets,2023-12-12,INR
2589.29,Swiggy food order,2023-09-14,INR
1206.11,Book purchase,2023-11-02,INR
1943.91,Ola cab ride,2023-10-01,INR
1597.45,Gym membership,2023-03-09,INR
4820.65,Movie tickets,2023-09-10,INR
4955.54,Hotel stay,2023-09-05,INR
4245.67,Swiggy food order,2023-06-09,INR
2841.01,Clothing shopping,2023-06-22,INR
1615.31,Grocery shopping,2023-05-15,INR
798.76,Zomato food order,2023-08-13,INR
3513.66,Mobile recharge,2023-07-17,INR
3135.66,Clothing shopping,2023-08-18,INR
296.07,Amazon purchase,2023-08-01,INR
240.11,Flight booking,2023-03-11,INR
3872.46,Amazon purchase,2023-05-15,INR
2755.07,Mobile recharge,2023-03-31,INR
909.54,Zomato food order,2023-03-30,INR
4800.93,Ola cab ride,2023-05-21,INR
922.77,Zomato food order,2023-06-10,INR
3380.43,Rent payment,2023-12-28,INR
1252.56,Ola cab ride,2023-01-12,INR
1052.73,Coffee at cafe,2023-07-09,INR
3724.46,Swiggy food order,2023-05-24,INR
424.6,Book purchase,2023-09-16,INR
1989.19,Coffee at cafe,2023-05-18,INR
1460.04,Coffee at cafe,2023-09-07,INR
4018.48,Coffee at cafe,2023-09-12,INR
4663.73,Flight booking,2023-09-15,INR
3376.3,Coffee at cafe,2023-08-08,INR
2108.58,Grocery shopping,2023-09-16,INR
4858.13,Medical bill,2023-05-26,INR
660.11,Coffee at cafe,2023-12-24,INR
4199.79,Book purchase,2023-01-17,INR
1916.96,Gym membership,2023-07-15,INR
2337.09,Rent payment,2023-10-29,INR
2056.98,Movie tickets,2023-07-10,INR
442.78,Medical bill,2023-01-23,INR
766.82,Swiggy food order,2023-01-08,INR
3883.24,Flight booking,2023-07-16,INR
2069.45,Amazon purchase,2023-03-09,INR
4858.21,Amazon purchase,2023-09-10,INR
1444.95,Grocery shopping,2023-04-27,INR
149.87,Clothing shopping,2023-05-15,INR
3777.7,Swiggy food order,2023-05-25,INR
3744.49,Gym membership,2023-08-20,INR
3510.41,Hotel stay,2023-12-06,INR
2958.13,Coffee at cafe,2023-12-07,INR
1991.17,Medical bill,2023-02-14,INR
4522.63,Zomato food order,2023-07-14,INR
992.8,Rent payment,2023-08-05,INR
2437.1,Gym membership,2023-02-16,INR
4085.44,Amazon purchase,2023-01-12,INR
3346.67,Gym membership,2023-04-28,INR
2555.32,Medical bill,2023-12-28,INR
1182.76,Electricity bill,2023-09-17,INR
2879.16,Amazon purchase,2023-02-22,INR
951.0,Medical bill,2023-06-11,INR
4129.1,Electricity bill,2023-11-14,INR
3402.6,Medical bill,2023-03-19,INR
704.23,Swiggy food order,2023-06-05,INR
3664.37,Zomato food order,2023-08-13,INR
4171.18,Hotel stay,2023-02-16,INR
4515.95,Zomato food order,2023-11-17,INR
2084.17,Book purchase,2023-04-10,INR
1116.48,Rent payment,2023-11-02,INR
2859.5,Ola cab ride,2023-09-04,INR
4773.94,Coffee at cafe,2023-10-14,INR
2400.33,Grocery shopping,2023-10-31,INR
3854.47,Zomato food order,2023-12-25,INR
958.82,Clothing shopping,2023-01-06,INR
4706.77,Gym membership,2023-11-21,INR
1920.75,Hotel stay,2023-03-29,INR
4700.94,Gym membership,2023-07-28,INR
2636.3,Coffee at cafe,2023-09-15,INR
4702.03,Flight booking,2023-04-25,INR
3447.59,Mobile recharge,2023-12-03,INR
1915.77,Amazon purchase,2023-01-19,INR
3307.84,Clothing shopping,2023-12-10,INR
1114.35,Clothing shopping,2023-06-08,INR
4268.44,Clothing shopping,2023-10-11,INR
375.26,Clothing shopping,2023-11-03,INR
2679.26,Book purchase,2023-07-25,INR
505.17,Clothing shopping,2023-01-13,INR
4261.6,Book purchase,2023-04-15,INR
1061.16,Movie tickets,2023-02-19,INR
2577.14,Zomato food order,2023-04-01,INR
3197.51,Mobile recharge,2023-07-20,INR
4980.04,Gym membership,2023-04-29,INR
776.77,Medical bill,2023-12-25,INR
4097.24,Grocery shopping,2023-09-07,INR
1472.51,Hotel stay,2023-03-31,INR
868.23,Rent payment,2023-06-22,INR
4209.57,Coffee at cafe,2023-07-02,INR
3496.89,Swiggy food order,2023-10-12,INR
2218.29,Rent payment,2023-09-04,INR
4014.16,Rent payment,2023-08-30,INR
1411.75,Hotel stay,2023-07-15,INR
3959.59,Hotel stay,2023-03-14,INR
4521.55,Clothing shopping,2023-09-30,INR
2126.7,Ola cab ride,2023-09-27,INR
3018.68,Zomato food order,2023-11-03,INR
922.72,Amazon purchase,2023-05-02,INR
1749.68,Medical bill,2023-06-01,INR
3657.38,Coffee at cafe,2023-01-28,INR
4443.28,Gym membership,2023-04-12,INR
1079.71,Ola cab ride,2023-03-05,INR
4869.47,Mobile recharge,2023-08-20,INR
3705.86,Zomato food order,2023-04-15,INR
3479.73,Zomato food order,2023-09-24,INR
4894.52,Amazon purchase,2023-01-09,INR
2018.45,Hotel stay,2023-08-24,INR
4118.42,Mobile recharge,2023-02-23,INR
4864.49,Rent payment,2023-06-26,INR
1890.57,Book purchase,2023-06-11,INR
4016.97,Mobile recharge,2023-06-27,INR
2857.31,Medical bill,2023-01-04,INR
4196.45,Electricity bill,2023-02-17,INR
603.86,Flight booking,2023-08-15,INR
421.65,Grocery shopping,2023-11-15,INR
4336.1,Book purchase,2023-05-16,INR
528.48,Amazon purchase,2023-12-26,INR
558.71,Book purchase,2023-08-14,INR
4899.5,Grocery shopping,2023-04-20,INR
2643.19,Flight booking,2023-07-11,INR
4015.31,Rent payment,2023-07-25,INR
1413.5,Zomato food order,2023-05-17,INR
3691.17,Amazon purchase,2023-03-12,INR
1263.22,Medical bill,2023-04-01,INR
1919.61,Rent payment,2023-01-30,INR
1538.71,Flight booking,2023-10-01,INR
3607.15,Zomato food order,2023-05-13,INR
4802.79,Zomato food order,2023-07-22,INR
1437.2,Movie tickets,2023-05-13,INR
623.72,Movie tickets,2023-04-16,INR
1653.84,Coffee at cafe,2023-06-23,INR
610.02,Electricity bill,2023-09-18,INR
1979.7,Zomato food order,2023-07-15,INR
1401.12,Book purchase,2023-06-21,INR
1008.12,Swiggy food order,2023-07-26,INR
4920.93,Rent payment,2023-09-29,INR
4656.12,Rent payment,2023-01-05,INR
1902.55,Rent payment,2023-04-14,INR
4245.8,Flight booking,2023-01-24,INR
4898.21,Movie tickets,2023-09-10,INR
1068.42,Coffee at cafe,2023-09-20,INR
748.66,Movie tickets,2023-09-19,INR
4926.45,Electricity bill,2023-09-22,INR
1517.92,Coffee at cafe,2023-03-16,INR
1219.04,Ola cab ride,2023-06-13,INR
1668.04,Rent payment,2023-01-05,INR
4548.4,Amazon purchase,2023-02-08,INR
3804.68,Clothing shopping,2023-08-01,INR
2560.92,Flight booking,2023-02-06,INR
3303.85,Clothing shopping,2023-09-04,INR
2394.7,Gym membership,2023-10-10,INR
708.83,Mobile recharge,2023-09-12,INR
1679.86,Mobile recharge,2023-10-16,INR
1772.93,Medical bill,2023-06-23,INR
3828.7,Zomato food order,2023-08-23,INR
4868.52,Electricity bill,2023-06-06,INR
485.62,Rent payment,2023-09-08,INR
4110.06,Flight booking,2023-02-22,INR
4326.69,Mobile recharge,2023-06-17,INR
1741.8,Mobile recharge,2023-05-20,INR
3529.47,Medical bill,2023-09-19,INR
1492.8,Clothing shopping,2023-12-18,INR
4096.73,Swiggy food order,2023-06-05,INR
4200.68,Hotel stay,2023-03-17,INR
1194.82,Hotel stay,2023-09-05,INR
1229.15,Zomato food order,2023-03-23,INR
954.64,Clothing shopping,2023-02-23,INR
1165.6,Electricity bill,2023-07-18,INR
544.68,Electricity bill,2023-12-29,INR
3765.3,Zomato food order,2023-03-10,INR
1261.89,Movie tickets,2023-04-07,INR
4223.56,Grocery shopping,2023-01-14,INR
3054.97,Flight booking,2023-01-09,INR
2682.54,Clothing shopping,2023-12-04,INR
252.74,Book purchase,2023-02-18,INR
231.72,Mobile recharge,2023-02-23,INR
342.69,Medical bill,2023-05-05,INR
252.63,Gym membership,2023-11-29,INR
2171.98,Hotel stay,2023-01-22,INR
3440.04,Medical bill,2023-03-26,INR
127.68,Swiggy food order,2023-10-09,INR
3847.02,Clothing shopping,2023-10-06,INR
4115.11,Hotel stay,2023-02-04,INR
3540.03,Gym membership,2023-02-02,INR
2117.9,Gym membership,2023-10-13,INR
2689.22,Book purchase,2023-09-24,INR
3530.47,Zomato food order,2023-04-06,INR
744.54,Rent payment,2023-12-08,INR
495.01,Grocery shopping,2023-09-23,INR
1860.07,Rent payment,2023-03-19,INR
1735.22,Clothing shopping,2023-12-31,INR
4591.06,Mobile recharge,2023-02-15,INR
1258.46,Clothing shopping,2023-05-18,INR
1238.85,Movie tickets,2023-01-03,INR
1386.71,Hotel stay,2023-01-15,INR
590.05,Book purchase,2023-10-15,INR
2088.28,Mobile recharge,2023-07-01,INR
2474.81,Swiggy food order,2023-11-01,INR
2934.51,Mobile recharge,2023-09-08,INR
890.12,Movie tickets,2023-08-24,INR
2580.46,Medical bill,2023-01-23,INR
699.05,Ola cab ride,2023-01-11,INR
2276.78,Amazon purchase,2023-08-11,INR
4418.04,Mobile recharge,2023-07-24,INR
3986.5,Grocery shopping,2023-01-15,INR
2068.15,Rent payment,2023-08-13,INR
745.42,Clothing shopping,2023-03-10,INR
1766.46,Zomato food order,2023-12-26,INR
3050.02,Zomato food order,2023-10-28,INR
3554.79,Hotel stay,2023-01-04,INR
3106.74,Book purchase,2023-12-01,INR
4141.44,Swiggy food order,2023-07-20,INR
3355.59,Coffee at cafe,2023-11-07,INR
2296.7,Flight booking,2023-12-05,INR
1960.55,Movie tickets,2023-12-22,INR
4372.75,Hotel stay,2023-04-23,INR
2022.89,Electricity bill,2023-02-03,INR
2288.25,Swiggy food order,2023-01-11,INR
1203.16,Electricity bill,2023-04-19,INR
4235.74,Grocery shopping,2023-08-07,INR
1124.84,Mobile recharge,2023-11-30,INR
3238.47,Clothing shopping,2023-10-03,INR
1991.67,Ola cab ride,2023-04-19,INR
4700.52,Movie tickets,2023-07-07,INR
343.03,Electricity bill,2023-07-01,INR
130.73,Ola cab ride,2023-11-25,INR
4582.86,Swiggy food order,2023-01-21,INR
2025.3,Coffee at cafe,2023-08-24,INR
3365.1,Swiggy food order,2023-05-31,INR
2788.44,Movie tickets,2023-12-17,INR
1520.32,Clothing shopping,2023-10-06,INR
1196.93,Grocery shopping,2023-10-28,INR
3915.78,Medical bill,2023-04-12,INR
3437.43,Coffee at cafe,2023-10-01,INR
2770.4,Electricity bill,2023-07-11,INR
4698.27,Ola cab ride,2023-05-13,INR
4079.34,Zomato food order,2023-12-09,INR
2663.44,Mobile recharge,2023-03-08,INR
4185.17,Hotel stay,2023-06-24,INR
3830.11,Electricity bill,2023-07-08,INR
3594.88,Swiggy food order,2023-06-03,INR
4194.21,Mobile recharge,2023-12-07,INR
3670.1,Movie tickets,2023-05-23,INR
2068.07,Rent payment,2023-04-13,INR
2696.48,Zomato food order,2023-08-13,INR
132.29,Hotel stay,2023-01-10,INR
2989.66,Ola cab ride,2023-04-27,INR
281.52,Book purchase,2023-08-23,INR
686.63,Zomato food order,2023-02-04,INR
3925.48,Book purchase,2023-01-20,INR
1200.31,Swiggy food order,2023-07-28,INR
3404.68,Grocery shopping,2023-06-27,INR
3477.27,Clothing shopping,2023-04-14,INR
2844.03,Ola cab ride,2023-07-25,INR
609.63,Mobile recharge,2023-03-07,INR
2909.82,Swiggy food order,2023-04-01,INR
3468.81,Rent payment,2023-05-23,INR
4101.72,Rent payment,2023-01-18,INR
1668.12,Gym membership,2023-06-06,INR
128.83,Swiggy food order,2023-11-29,INR
1362.23,Grocery shopping,2023-10-11,INR
1250.86,Coffee at cafe,2023-07-29,INR
1100.28,Electricity bill,2023-10-25,INR
1107.25,Grocery shopping,2023-04-11,INR
2684.76,Hotel stay,2023-08-18,INR
4828.75,Mobile recharge,2023-09-22,INR
4933.05,Grocery shopping,2023-12-31,INR
3315.99,Flight booking,2023-08-07,INR
4141.09,Clothing shopping,2023-11-30,INR
1120.71,Rent payment,2023-08-12,INR
1917.87,Amazon purchase,2023-11-26,INR
4918.85,Swiggy food order,2023-09-24,INR
825.18,Clothing shopping,2023-08-09,INR
2300.26,Rent payment,2023-09-30,INR
4007.31,Hotel stay,2023-01-13,INR
1197.16,Gym membership,2023-12-05,INR
3704.85,Gym membership,2023-09-10,INR
1921.29,Electricity bill,2023-03-11,INR
314.73,Clothing shopping,2023-10-10,INR
2363.98,Hotel stay,2023-10-26,INR
3208.57,Mobile recharge,2023-07-11,INR
401.79,Zomato food order,2023-05-14,INR
4110.72,Book purchase,2023-11-17,INR
2883.63,Clothing shopping,2023-01-07,INR
2559.5,Ola cab ride,2023-05-29,INR
3547.38,Rent payment,2023-02-17,INR
2891.25,Grocery shopping,2023-10-28,INR
2653.68,Electricity bill,2023-10-19,INR
268.69,Grocery shopping,2023-10-04,INR
4313.51,Amazon purchase,2023-12-05,INR
1292.59,Clothing shopping,2023-09-26,INR
2967.66,Flight booking,2023-08-30,INR
4754.11,Medical bill,2023-12-29,INR
3527.36,Clothing shopping,2023-09-28,INR
4749.21,Coffee at cafe,2023-01-12,INR
952.79,Mobile recharge,2023-07-05,INR
3553.39,Medical bill,2023-07-22,INR
2926.5,Hotel stay,2023-12-30,INR
1280.49,Gym membership,2023-01-18,INR
2288.5,Ola cab ride,2023-01-27,INR
1023.15,Swiggy food order,2023-12-19,INR
630.22,Electricity bill,2023-12-01,INR
1753.41,Clothing shopping,2023-07-17,INR
3897.24,Grocery shopping,2023-12-04,INR
2785.55,Grocery shopping,2023-05-27,INR
1891.08,Clothing shopping,2023-08-25,INR
3827.11,Hotel stay,2023-03-24,INR
2440.05,Gym membership,2023-10-20,INR
1338.83,Ola cab ride,2023-03-22,INR
272.28,Book purchase,2023-06-27,INR
4011.76,Zomato food order,2023-12-17,INR
2412.83,Rent payment,2023-10-06,INR
3848.71,Flight booking,2023-06-11,INR
4795.06,Medical bill,2023-09-09,INR
2914.06,Movie tickets,2023-01-25,INR
4060.59,Swiggy food order,2023-03-06,INR
1098.23,Book purchase,2023-08-27,INR
3416.55,Amazon purchase,2023-11-28,INR
4464.44,Book purchase,2023-04-06,INR
2394.91,Zomato food order,2023-04-28,INR
3995.25,Medical bill,2023-01-26,INR
558.6,Coffee at cafe,2023-06-13,INR
1886.92,Coffee at cafe,2023-05-25,INR
3739.61,Book purchase,2023-01-16,INR
4553.18,Hotel stay,2023-07-22,INR
